Title_amazon,Rank,Reviews,Review Count,Price,Genre,Manufacturer,Brand,Author_amazon,Number of Pages_amazon,Author_cleaned,source_URL,Readers Choice Votes,Readers Choice Category,Title_goodreads,Author_goodreads,Total Avg Rating,Number of Ratings,Number of Reviews,Number of Pages_goodreads,Edition,Book Description,First Published date,Kindle Version and Price,Kindle Price,About the Author,_merge
Hopeless: A Chestnut Springs Special Edition,1795,4.5,21183,16.95,Western & Frontier,Elsie Silver Literary Ltd.,Kindle Direct Publishing,Elsie Silver,550.0,elsie silver,https://www.goodreads.com/book/show/63031640-powerless?from_choice=true,8486.0,Romance,Powerless,Elsie Silver,4.13,"99,055","10,601",396.0,Kindle Edition,"Two childhood friends. Two broken hearts. One impromptu road trip to get away from everything. That’s all this was supposed to be. Afterall, I’ve been living in the friend zone for years now.But hockey heartthrob Jasper Gervais isn’t looking at me like a friend anymore. And he isn’t touching me like one either.To his fans, he’s the handsome, talented athlete on TV. But to me he’s still the lost boy with sad eyes and a heart of gold.The man I’ve loved in secret for years.So when my life falls apart on my wedding day, it only makes sense that he’s the one to swoop in and save me. And when his world comes crashing down around him, I’m there to return the favor.But the more time we spend alone, the more Jasper doesn’t feel like a friend at all. He feels like everything I’ve ever wanted and thought I could never have.Our feelings aren’t straight forward though. They twist and turn around the pain of his past and the reality of my present.Jasper Gervais acts like he wants me.But after years of turning me away, he’s going to need to prove it.",10-Feb-23,Kindle Unlimited $0.00,0.0,Canadian author who loves a good book boyfriend and the sassy heroines who bring them to their knees. Connoisseur of charged looks and lingering touches. Big fan of witty banter. Horse girl through and through. Fully convinced that it's always wine o'clock somewhere.,both
Desktop Boxing: Knock Out Your Stress! (RP Minis),1796,4.4,7106,8.27,Humor,RP Minis,RP Minis,Press Running,40.0,press running,,,,,,,,,,,,,,,,left_only
If You Would Have Told Me: A Memoir,1797,4.4,676,10.9,Actors & Entertainers,Henry Holt and Co.,,John Stamos,352.0,john stamos,,,,,,,,,,,,,,,,left_only
"Entangled Life: How Fungi Make Our Worlds, Change Our Minds & Shape Our Futures",1798,4.8,7661,9.78,Memoirs,Random House Trade Paperbacks,TenderTouches,Merlin Sheldrake,368.0,merlin sheldrake,,,,,,,,,,,,,,,,left_only
But Not the Hippopotamus,1800,4.8,3673,3.29,Animals,Boynton Bookworks,Little Simon,Boynton Sandra,16.0,boynton sandra,,,,,,,,,,,,,,,,left_only
The Night Before Christmas : A Classic Holiday Story Keepsake,1801,4.8,1801,8.2,Poetry,Cottage Door Press,Cottage Door Press,Books Parragon,32.0,books parragon,,,,,,,,,,,,,,,,left_only
Before We Were Yours: A Novel,1801,4.6,143711,4.96,Historical,Ballantine Books,Ballantine Books,Lisa Wingate,384.0,lisa wingate,,,,,,,,,,,,,,,,left_only
The Right Move (Windy City Series Book 2),1802,4.6,37356,16.51,Contemporary,Independently published,CALOTO,Liz Tomforde,426.0,liz tomforde,https://www.goodreads.com/book/show/84943172-the-right-move?from_choice=true,36246.0,Romance,The Right Move,Liz Tomforde,4.45,"139,435","15,775",499.0,Kindle Edition,"RYANShe’s a distraction, that’s what she is. I’m the newest Captain of the Devils, Chicago’s NBA team, and the last thing I needed this year was for Indy Ivers, my sister’s best friend, to move into my apartment. She’s messy, emotional, and way too tempting.But when the team’s General Manager vocalizes his blatant disapproval of my promotion to Captain, referring to me as an unapproachable lone wolf with no work-life balance, I can’t think of a better way to convince him otherwise than pretending to date my outgoing roommate. The only problem? Faking it feels far too natural. Having a fake girlfriend wasn’t supposed to be messy but having Indy under my roof and in my bed is complicated, especially when she wants all the romantic parts of life that I could never give her. INDYI never imagined I’d be living with my best friend’s brother, NBA superstar Ryan Shay. Even more unbelievable? He needs me to act as his loving girlfriend who’s suddenly changed him into a friendly and approachable guy.Because, well…he’s not. He’s controlling of his space and untrusting of others. Our arrangement isn’t one-sided, though. I’m in a wedding coming up, one where every one of my childhood friends, including my ex-boyfriend, will be in attendance, and there’s no better date than my ex’s celebrity hero. Blurred lines make it almost impossible to separate real from fake. Falling for my roommate was never part of the deal, especially when Ryan is quick to remind me that he doesn’t believe in love. I’m a romantic and can’t help fantasizing that he’ll change, but soon enough, I find myself questioning if sharing a roof with my best friend’s brother was the right move after all",7-Feb-23,Kindle Unlimited $0.00,0.0,"Liz Tomforde writes sports romance novels that depict realistic and healthy relationships. Her books offer a mix of witty banter and real-life struggles. Her heroes are alpha yet vulnerable, and her heroines are strong. ​Born and raised in Northern California, Liz is the youngest of five children. She loves all things romance, traveling, dogs, and hockey.​When she's not traveling or writing, Liz can be found reading a good book or taking her Golden Retriever, Luke, on a hike in her hometown in Sonoma County, CA.",both
"It Happened One Summer: A Novel (Bellinger Sisters, 1)",1803,4.4,40363,5.05,Feel-Good,Avon,Avon Books,Tessa Bailey,416.0,tessa bailey,,,,,,,,,,,,,,,,left_only
Love and Lemons Simple Feel Good Food: 125 Plant-Focused Meals to Enjoy Now or Make Ahead: A Cookbook,1806,4.7,517,17.95,Vegetables,Avery,Avery,Jeanine Donofrio,272.0,jeanine donofrio,,,,,,,,,,,,,,,,left_only
"KJV Holy Bible, Gift Edition King James Version, Faux Leather Flexible Cover, Pearlized Cherry",1807,4.8,8574,13.41,Bibles,Christian Art Publishers,Christian Art Gifts,Gifts Christian,738.0,gifts christian,,,,,,,,,,,,,,,,left_only
"Happy Animals Coloring Book for Toddlers: 100 Funny Animals. Easy Coloring Pages For Preschool and Kindergarten. (Big Coloring Book, Kids Ages 1-4)",1808,4.8,1762,5.95,Miming,Independently published,UHV,Coloring Book Kim,102.0,coloring book kim,,,,,,,,,,,,,,,,left_only
Los cuatro acuerdos: una guia practica para la libertad personal (Spanish Edition),1809,4.8,14277,8.98,Happiness,Amber-Allen Publishing,Amber-Allen Publishing,Ruiz Don,142.0,ruiz don,,,,,,,,,,,,,,,,left_only
First 50 Popular Songs You Should Play On Piano,1810,4.5,3431,15.74,Piano & Keyboards,Hal Leonard,Hal Leonard Publishing Corporation,Various Various,208.0,various various,,,,,,,,,,,,,,,,left_only
Dog Man: A Tale of Two Kitties: A Graphic Novel (Dog Man #3): From the Creator of Captain Underpants (3),1811,4.8,19351,4.59,Superheroes,Graphix,Scholastic,Dav Pilkey,256.0,dav pilkey,,,,,,,,,,,,,,,,left_only
Paint by Sticker Kids: Unicorns & Magic: Create 10 Pictures One Sticker at a Time Includes Glitter Stickers,1812,4.8,19832,5.9,Sculpture,Workman Publishing Company,Workman Publishing Company,Publishing Workman,44.0,publishing workman,,,,,,,,,,,,,,,,left_only
"The Ultimate Book of Mixed Puzzles: More than 450 Puzzles for Adults Including Word Searches, Crosswords, Sudoku, Mazes and More! (Part of the Brain Busters Puzzle Collection)",1813,4.4,561,8.44,Crosswords,Parragon Books,Parragon Books,Books Parragon,320.0,books parragon,,,,,,,,,,,,,,,,left_only
Shoot Your Shot: A Sport-Inspired Guide To Living Your Best Life,1814,4.7,2250,6.67,Personal Transformation,Independently published,Independently Published,Vernon Brundage Jr.,198.0,vernon brundage jr.,,,,,,,,,,,,,,,,left_only
The Sour Grape (The Food Group),1816,4.8,1350,10.95,Emotions & Feelings,HarperCollins,,Jory John,40.0,jory john,,,,,,,,,,,,,,,,left_only
Of Mice and Men,1817,4.6,39663,8.45,Classics,Penguin Books,Penguin Books,John Steinbeck,107.0,john steinbeck,,,,,,,,,,,,,,,,left_only
Un año con Dios: 365 devocionales para inspirar tu vida | A Year With God: 365 Devotions to Inspire Your Life (Spanish Edition),1818,4.8,1195,9.72,Women's Issues,B&H Español,B&H Español,Staff B&H,386.0,staff b&h,,,,,,,,,,,,,,,,left_only
I Need a New Butt!,1820,4.7,16252,5.47,Beginner Readers,Dover Publications,Dover Publications,Dawn McMillan,32.0,dawn mcmillan,,,,,,,,,,,,,,,,left_only
This I Know: Seeing God in the World He Made (Based on Jesus Loves Me),1821,4.9,2601,15.39,Children & Teens,Swing High,Swing High,Clay Anderson,32.0,clay anderson,,,,,,,,,,,,,,,,left_only
"Variety Puzzle Book For Adults: 90+ Large-Print Puzzles Word Search, Sudoku, Word Scramble, Number Search, Trivia, Mazes",1822,4.5,1860,6.43,Logic & Brain Teasers,Independently published,,FUNAFTER BOOKS,139.0,funafter books,,,,,,,,,,,,,,,,left_only
Piano Adventures - Lesson Book - Primer Level,1824,4.8,6382,6.0,Piano & Keyboards,Faber Piano Adventures,Faber Piano Adventures,Nancy Faber,72.0,nancy faber,,,,,,,,,,,,,,,,left_only
Carnage,1825,4.6,10217,22.5,Literature & Fiction,Dark Angel Creations LLC,,Shantel Tessier,608.0,shantel tessier,,,,,,,,,,,,,,,,left_only
Before I Let Go,1829,4.6,6022,9.09,Family Life,Forever,,Kennedy Ryan,400.0,kennedy ryan,,,,,,,,,,,,,,,,left_only
2024 Living with Christ Sunday Missal: Catholic Sunday Prayers and Readings with the Complete Order of the Mass (U.S. Edition),1829,4.7,48,6.5,Rites & Ceremonies,Living with Christ,,Christ Living,616.0,christ living,,,,,,,,,,,,,,,,left_only
"The Boy, the Mole, the Fox and the Horse: The Animated Story",1830,4.8,2316,17.36,Happiness,HarperOne,,Charlie Mackesy,192.0,charlie mackesy,,,,,,,,,,,,,,,,left_only
The Complete Off-Campus Series Set,1831,4.7,84,65.45,Contemporary,Bloom Books,,Elle Kennedy,,elle kennedy,,,,,,,,,,,,,,,,left_only
One of Us Is Back (ONE OF US IS LYING),1832,4.4,1810,9.69,Friendship,Delacorte Press,,Karen M. McManus,368.0,karen m. mcmanus,https://www.goodreads.com/book/show/57932307-one-of-us-is-back?from_choice=true,28037.0,Young Adult Fiction,One of Us Is Back,Karen M. McManus,3.99,"26,329","3,383",368.0,Kindle Edition,"The explosive third and final thrilling instalment in the acclaimed One of Us... series. Ever since Simon died in detention, life hasn't been easy for the Bayview Crew. First the Bayview Four had to prove they weren't killers. Then a new generation had to outwit a vengeful copycat. Now, it's beginning again. At first the mysterious billboard seems like a bad joke: Time for a new game, Bayview. But when a member of the crew disappears, it's clear this 'game' just got serious - and no one understands the rules.Everyone's a target. And now that someone unexpected has returned to Bayview, things are starting to get deadly. Simon was right about secrets - they all come out in the end.  The thing is, Simon was right about secrets-they all come out, eventually. And Bayview has a lot it's still hiding.",25-Jul-23,Kindle $10.99,10.99,"Hi, and thanks for stopping by my Goodreads page! I don't visit this site often, so the best way to reach me is via my website at www.karenmcmanus.com, or on Twitter/Instagram, where I'm @writerkmc. ------Karen M. McManus is a #1 New York Times and international bestselling author of young adult thrillers. Her work includes the One of Us Is Lying series, which was turned into a television show on Peacock and Netflix, as well as the standalone novels Two Can Keep a Secret, The Cousins, You’ll Be the Death of Me, and Nothing More to Tell. Karen's critically acclaimed, award-winning books have been translated into forty-two languages and have sold more than seven million copies worldwide.To learn more, visit www.karenmcmanus.com or @writerkmc on Twitter and Instagram.",both
The Language of Letting Go: Daily Meditations for Codependents (Hazelden Meditation Series),1833,4.8,10897,8.95,Codependency,Hazelden Publishing,Hazelden Publishing,Melody Beattie,393.0,melody beattie,,,,,,,,,,,,,,,,left_only
"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch (Cover may vary)",1834,4.6,34885,7.99,Mystery & Suspense,William Morrow Paperbacks,William Morrow,Neil Gaiman,512.0,neil gaiman,,,,,,,,,,,,,,,,left_only
Fair Play: A Game-Changing Solution for When You Have Too Much to Do (and More Life to Live) (Reese's Book Club),1834,4.4,2126,11.35,Time Management,G.P. Putnam's Sons,G.P. Putnam's Sons,Eve Rodsky,384.0,eve rodsky,,,,,,,,,,,,,,,,left_only
Built to Move: The Ten Essential Habits to Help You Move Freely and Live Fully,1835,4.6,901,14.9,Happiness,Knopf,,Kelly Starrett,336.0,kelly starrett,,,,,,,,,,,,,,,,left_only
The Gift of Fear,1837,4.7,12044,14.29,Abuse,Back Bay Books,Back Bay Books,Gavin de Becker,400.0,gavin de becker,,,,,,,,,,,,,,,,left_only
Black Love Letters,1838,4.7,57,16.8,Essays,Get Lifted Books,,Cole Brown,240.0,cole brown,,,,,,,,,,,,,,,,left_only
"A Court of Silver Flames (A Court of Thorns and Roses, 5)",1839,4.8,115537,8.99,Fantasy,Bloomsbury Publishing,Bloomsbury Publishing,Sarah J. Maas,768.0,sarah j. maas,,,,,,,,,,,,,,,,left_only
Cat Kid Comic Club: On Purpose: A Graphic Novel (Cat Kid Comic Club #3): From the Creator of Dog Man,1840,4.8,6720,3.99,Cats,Graphix,TenderTouches,Dav Pilkey,224.0,dav pilkey,,,,,,,,,,,,,,,,left_only
Babel: Or the Necessity of Violence: An Arcane History of the Oxford Translators' Revolution,1841,4.3,10798,16.48,Dark Fantasy,Harper Voyager,,R. F Kuang,560.0,r. f kuang,,,,,,,,,,,,,,,,left_only
"Praise (Salacious Players' Club, 1)",1842,4.4,36964,10.75,BDSM,Sourcebooks Casablanca,,Sara Cate,336.0,sara cate,,,,,,,,,,,,,,,,left_only
"Merriam-Webster’s Everyday Language Reference Set: Includes: The Merriam-Webster Dictionary, The Merriam-Webster Thesaurus, and The Merriam-Webster Vocabulary Builder",1842,4.7,8724,18.19,Thesauruses,"Merriam-Webster, Inc.","Merriam-Webster, Inc",Webster Merriam,2480.0,webster merriam,,,,,,,,,,,,,,,,left_only
Playground,1843,4.1,2644,13.58,Horror,Independently published,,Aron Beauregard,341.0,aron beauregard,,,,,,,,,,,,,,,,left_only
Profit First: Transform Your Business from a Cash-Eating Monster to a Money-Making Machine,1844,4.8,8597,14.7,Theory,Portfolio,Portfolio,Mike Michalowicz,224.0,mike michalowicz,,,,,,,,,,,,,,,,left_only
"100 Animals: An Adult Coloring Book with Lions, Elephants, Owls, Horses, Dogs, Cats, and Many More!",1845,4.7,10023,11.69,Animals,Independently published,FILLBOSS,Jade Summer,206.0,jade summer,,,,,,,,,,,,,,,,left_only
Harmony,1846,4.8,128,12.83,Genre Fiction,Penguin Life,,Whitney Hanson,272.0,whitney hanson,,,,,,,,,,,,,,,,left_only
The Man Who Died Twice: A Thursday Murder Club Mystery,1847,4.6,80572,12.4,Genre Fiction,Penguin Books,CALOTO,Richard Osman,400.0,richard osman,https://www.goodreads.com/book/show/62226126-the-last-devil-to-die?from_choice=true,58583.0,Mystery & Thriller,The Last Devil to Die,Richard Osman,4.54,"67,109","6,759",422.0,Hardcover,"Shocking news reaches the Thursday Murder Club.An old friend in the antiques business has been killed, and a dangerous package he was protecting has gone missing.As the gang springs into action they encounter art forgers, online fraudsters and drug dealers, as well as heartache close to home.With the body count rising, the package still missing and trouble firmly on their tail, has their luck finally run out? And who will be the last devil to die?",14-Sep-23,Kindle $14.99,14.99,"An English television presenter, producer, director, and novelist.",both
The Fourth Turning: An American Prophecy - What the Cycles of History Tell Us About America's Next Rendezvous with Destiny,1847,4.5,5235,8.28,United States,Crown,Three Rivers Press,William Strauss,400.0,william strauss,,,,,,,,,,,,,,,,left_only
Spy School Goes North,1848,4.4,587,12.99,Action & Adventure,Simon & Schuster Books for Young Readers,,Stuart Gibbs,304.0,stuart gibbs,,,,,,,,,,,,,,,,left_only
